Zeit;Kanal A
(ms);(mV)

-22,22799912;0,18577760
-22,22299912;0,00000000
-22,21799912;-0,74311020
-22,21299912;-0,37155510
-22,20799912;-0,55733270
-22,20299912;-0,55733270
-22,19799912;-0,18577760
-22,19299912;-1,48622000
-22,18799912;-0,74311020
-22,18299912;-1,48622000
-22,17799912;-1,48622000
-22,17299912;-1,30044300
-22,16799912;-1,67199800
-22,16299912;-2,97305600
-22,15799912;-2,04355300
-22,15299912;-2,41572300
-22,14799912;-1,11466500
-22,14299912;-2,41572300
-22,13799912;-2,04355300
-22,13299912;-2,22994600
-22,12799912;-2,22994600
-22,12299912;-1,48622000
-22,11799912;-1,48622000
-22,11299912;-0,92888770
-22,10799912;-0,55733270
-22,10299913;0,00000000
-22,09799913;-0,74311020
-22,09299913;-0,74311020
-22,08799913;0,00000000
-22,08299913;-0,55733270
-22,07799913;-0,37155510
-22,07299913;-0,18577760
-22,06799913;0,00000000
-22,06299913;-1,85777500
-22,05799913;-0,74311020
-22,05299913;-0,55733270
-22,04799913;-1,11466500
-22,04299913;-0,55733270
-22,03799913;-0,74311020
-22,03299913;-0,37155510
-22,02799913;-1,11466500
-22,02299913;-0,74311020
-22,01799913;-0,18577760
-22,01299913;0,55733270
-22,00799913;0,55733270
-22,00299913;0,37155510
-21,99799913;1,11466500
-21,99299913;0,18577760
-21,98799913;0,18577760
-21,98299913;-0,37155510
-21,97799913;-0,37155510
-21,97299913;0,00000000
-21,96799913;0,18577760
-21,96299913;-1,11466500
-21,95799913;-0,55733270
-21,95299913;-1,11466500
-21,94799913;-1,67199800
-21,94299913;-1,30044300
-21,93799913;-1,11466500
-21,93299913;-1,48622000
-21,92799913;-1,11466500
-21,92299913;-1,67199800
-21,91799913;-1,30044300
-21,91299913;-1,11466500
-21,90799913;-0,37155510
-21,90299913;-1,11466500
-21,89799913;-0,92888770
-21,89299913;-0,74311020
-21,88799913;-0,37155510
-21,88299913;-1,67199800
-21,87799913;-1,11466500
-21,87299913;0,00000000
-21,86799913;0,00000000
-21,86299913;-0,37155510
-21,85799913;-0,37155510
-21,85299913;0,18577760
-21,84799913;-0,37155510
-21,84299913;-1,11466500
-21,83799913;-0,92888770
-21,83299913;-1,30044300
-21,82799913;-1,11466500
-21,82299913;-0,74311020
-21,81799913;-0,55733270
-21,81299913;-1,67199800
-21,80799913;-1,67199800
-21,80299913;-1,11466500
-21,79799913;-0,55733270
-21,79299913;-1,30044300
-21,78799913;-2,04355300
-21,78299913;-1,30044300
-21,77799913;-1,30044300
-21,77299913;-2,04355300
-21,76799913;-2,22994600
-21,76299913;-1,67199800
-21,75799913;-2,60150100
-21,75299913;-2,22994600
-21,74799913;-2,04355300
-21,74299913;-1,67199800
-21,73799913;-2,60150100
-21,73299913;-1,67199800
-21,72799913;-2,04355300
-21,72299913;-2,60150100
-21,71799913;-1,30044300
-21,71299913;-2,04355300
-21,70799914;-2,04355300
-21,70299914;-1,48622000
-21,69799914;-2,04355300
-21,69299914;-1,30044300
-21,68799914;-1,67199800
-21,68299914;-1,67199800
-21,67799914;-1,67199800
-21,67299914;-1,48622000
-21,66799914;-1,30044300
-21,66299914;-1,30044300
-21,65799914;-0,92888770
-21,65299914;-2,22994600
-21,64799914;-1,48622000
-21,64299914;-1,67199800
-21,63799914;-1,30044300
-21,63299914;-0,37155510
-21,62799914;-0,55733270
-21,62299914;-1,11466500
-21,61799914;-0,18577760
-21,61299914;-0,74311020
-21,60799914;0,00000000
-21,60299914;0,00000000
-21,59799914;-0,37155510
-21,59299914;0,00000000
-21,58799914;0,00000000
-21,58299914;0,00000000
-21,57799914;-0,18577760
-21,57299914;0,37155510
-21,56799914;0,55733270
-21,56299914;0,55733270
-21,55799914;0,37155510
-21,55299914;0,55733270
-21,54799914;0,74311020
-21,54299914;0,18577760
-21,53799914;1,30044300
-21,53299914;0,55733270
-21,52799914;0,18577760
-21,52299914;0,18577760
-21,51799914;1,11466500
-21,51299914;1,11466500
-21,50799914;1,30044300
-21,50299914;1,67199800
-21,49799914;1,30044300
-21,49299914;0,74311020
-21,48799914;1,11466500
-21,48299914;1,48622000
-21,47799914;0,37155510
-21,47299914;0,37155510
